Date ; Time ;Ceïa virsmas temperatûra °C ;Temperatûra -5 cm °C ;Temperatûra -30 cm °C ;Sasalðanas temperatûra °C ;Ûdens filmas biezums µm ;Sâls koncentrâcija % ;Ceïa stâvoklis logic ;Vçja âtrums m/s ;Vçja virziens ° ;Vçja âtrums Max m/s ;Gaisa temperatûra °C ;Rel. mitrums % ;Rasas punkts °C ;Nokriðòu daudz. dif. l/m² ;Nokriðòu tips  ;Redzamîba m ;Nokriðòu daudz. apsol. mm ;
2019/09/30;00:03:00;12.10;13.20;13.40;0.00;157.00;0.00;1.00;0.00;0.00;0.00;11.48;96.70;10.97;0.01;60.00;2000.00;74.43;
2019/09/30;00:08:00;12.10;13.20;13.30;0.00;181.00;0.00;1.00;0.00;0.00;0.00;11.50;96.90;11.03;0.00;0.00;2000.00;74.43;
2019/09/30;00:13:00;12.20;13.20;13.30;0.00;142.00;0.00;1.00;0.00;0.00;0.00;11.51;97.12;11.07;0.02;0.00;2000.00;74.45;
2019/09/30;00:18:00;12.20;13.20;13.30;0.00;95.00;0.00;1.00;0.00;0.00;0.00;11.52;97.19;11.09;0.00;0.00;2000.00;74.45;
2019/09/30;00:23:00;12.20;13.20;13.30;0.00;95.00;0.00;1.00;0.00;0.00;0.00;11.54;97.28;11.12;0.00;0.00;2000.00;74.45;
2019/09/30;00:28:00;12.20;13.20;13.30;0.00;157.00;0.00;1.00;0.00;0.00;0.00;11.53;97.37;11.13;0.00;0.00;2000.00;74.45;
2019/09/30;00:33:00;12.20;13.20;13.30;0.00;187.00;0.00;1.00;0.00;0.00;0.00;11.48;97.51;11.10;0.03;60.00;2000.00;74.48;
2019/09/30;00:38:00;12.20;13.20;13.30;0.00;142.00;0.00;1.00;0.00;0.00;0.00;11.50;97.62;11.13;0.02;60.00;2000.00;74.50;
2019/09/30;00:43:00;12.20;13.10;13.30;0.00;109.00;0.00;1.00;0.00;0.00;0.00;11.55;97.83;11.22;0.00;0.00;2000.00;74.50;
2019/09/30;00:48:00;12.20;13.10;13.30;0.00;120.00;0.00;1.00;0.00;0.00;0.00;11.51;97.87;11.18;0.01;0.00;2000.00;74.51;
2019/09/30;00:53:00;12.20;13.10;13.30;0.00;237.00;0.00;1.00;0.00;0.00;0.00;11.48;98.02;11.17;0.05;60.00;2000.00;74.56;
2019/09/30;00:58:00;12.20;13.10;13.20;0.00;250.00;0.00;1.00;0.00;0.00;0.00;11.44;98.06;11.15;0.06;60.00;2000.00;74.62;
