Date ; Time ;Ceïa virsmas temperatûra °C ;Temperatûra -5 cm °C ;Temperatûra -30 cm °C ;Sasalðanas temperatûra °C ;Ûdens filmas biezums µm ;Sâls koncentrâcija % ;Ceïa stâvoklis logic ;Vçja âtrums m/s ;Vçja virziens ° ;Vçja âtrums Max m/s ;Gaisa temperatûra °C ;Rel. mitrums % ;Rasas punkts °C ;Nokriðòu daudz. dif. l/m² ;Nokriðòu tips  ;Redzamîba m ;Nokriðòu daudz. apsol. mm ;
2019/09/16;00:01:00;11.30;14.90;15.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.00;78.83;9.41;0.00;0.00;2000.00;38.39;
2019/09/16;00:06:00;11.30;14.80;15.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.94;78.35;9.26;0.00;0.00;2000.00;38.39;
2019/09/16;00:11:00;11.50;14.80;15.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.03;78.00;9.28;0.00;0.00;2000.00;38.39;
2019/09/16;00:16:00;11.60;14.80;15.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.07;77.35;9.20;0.00;0.00;2000.00;38.39;
2019/09/16;00:21:00;11.50;14.80;15.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.04;76.78;9.06;0.00;0.00;2000.00;38.39;
2019/09/16;00:26:00;11.70;14.80;15.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.16;76.00;9.02;0.00;0.00;2000.00;38.39;
2019/09/16;00:31:00;11.70;14.80;15.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.15;75.21;8.86;0.00;0.00;2000.00;38.39;
2019/09/16;00:36:00;11.70;14.70;15.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.19;74.53;8.76;0.00;0.00;2000.00;38.39;
2019/09/16;00:41:00;11.70;14.70;15.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.11;73.71;8.52;0.00;0.00;2000.00;38.39;
2019/09/16;00:46:00;11.70;14.70;15.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.09;73.12;8.38;0.00;0.00;2000.00;38.39;
2019/09/16;00:51:00;11.70;14.70;15.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.10;72.63;8.29;0.00;0.00;2000.00;38.39;
2019/09/16;00:56:00;11.70;14.70;15.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.12;72.16;8.21;0.00;0.00;2000.00;38.39;
2019/09/16;01:01:00;11.70;14.70;15.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.12;71.92;8.16;0.00;0.00;2000.00;38.39;
2019/09/16;01:06:00;11.60;14.70;15.00;0.00;0.00;0.00;0.00;4.10;248.95;4.56;13.09;71.37;8.02;0.00;0.00;2000.00;38.39;
2019/09/16;01:11:00;11.50;14.70;15.00;0.00;0.00;0.00;0.00;0.00;0.00;3.73;13.02;71.03;7.89;0.00;0.00;2000.00;38.39;
2019/09/16;01:16:00;11.50;14.60;15.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.96;70.88;7.79;0.00;0.00;2000.00;38.39;
2019/09/16;01:21:00;11.70;14.60;15.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.87;71.10;7.76;0.00;0.00;2000.00;38.39;
2019/09/16;01:26:00;11.70;14.70;15.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.81;71.15;7.71;0.00;0.00;2000.00;38.39;
2019/09/16;01:31:00;11.80;14.60;14.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.86;71.26;7.78;0.00;0.00;2000.00;38.39;
2019/09/16;01:36:00;11.80;14.60;14.90;0.00;0.00;0.00;0.00;3.19;239.77;7.33;12.92;71.32;7.85;0.00;0.00;2000.00;38.39;
2019/09/16;01:41:00;11.90;14.60;14.90;0.00;0.00;0.00;0.00;0.00;0.00;1.20;12.94;71.18;7.84;0.00;0.00;2000.00;38.39;
2019/09/16;01:46:00;11.80;14.60;14.90;0.00;0.00;0.00;0.00;2.91;244.05;3.07;12.91;70.96;7.77;0.00;0.00;2000.00;38.39;
2019/09/16;01:51:00;11.80;14.60;14.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.77;70.92;7.63;0.00;0.00;2000.00;38.39;
2019/09/16;01:56:00;11.70;14.60;14.90;0.00;0.00;0.00;0.00;1.25;294.44;2.70;12.63;70.99;7.51;0.00;0.00;2000.00;38.39;
2019/09/16;02:01:00;11.70;14.60;14.90;0.00;0.00;0.00;0.00;3.45;252.64;4.49;12.63;71.38;7.58;0.00;0.00;2000.00;38.39;
2019/09/16;02:06:00;11.60;14.60;14.90;0.00;0.00;0.00;0.00;0.00;0.00;4.80;12.66;71.52;7.65;0.00;0.00;2000.00;38.39;
2019/09/16;02:11:00;11.70;14.50;14.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.72;71.59;7.72;0.00;0.00;2000.00;38.39;
2019/09/16;02:16:00;11.70;14.50;14.80;0.00;0.00;0.00;0.00;2.59;279.00;5.05;12.61;71.52;7.59;0.00;0.00;2000.00;38.39;
2019/09/16;02:21:00;11.70;14.50;14.80;0.00;0.00;0.00;0.00;4.01;274.95;5.54;12.53;71.87;7.59;0.00;0.00;2000.00;38.39;
2019/09/16;02:26:00;11.60;14.50;14.80;0.00;0.00;0.00;0.00;2.34;240.52;5.20;12.52;72.02;7.61;0.00;0.00;2000.00;38.39;
2019/09/16;02:31:00;11.60;14.50;14.80;0.00;0.00;0.00;0.00;3.31;260.13;5.23;12.50;72.33;7.65;0.00;0.00;2000.00;38.39;
2019/09/16;02:36:00;11.50;14.50;14.80;0.00;0.00;0.00;0.00;4.01;245.11;4.96;12.45;72.56;7.65;0.00;0.00;2000.00;38.39;
2019/09/16;02:41:00;11.50;14.50;14.80;0.00;0.00;0.00;0.00;4.65;244.64;6.07;12.44;72.75;7.68;0.00;0.00;2000.00;38.39;
2019/09/16;02:46:00;11.60;14.50;14.80;0.00;0.00;0.00;0.00;2.18;22.55;3.55;12.36;72.95;7.65;0.00;0.00;2000.00;38.39;
2019/09/16;02:51:00;11.60;14.50;14.80;0.00;0.00;0.00;0.00;2.13;266.20;3.03;12.28;73.16;7.61;0.00;0.00;2000.00;38.39;
2019/09/16;02:56:00;11.50;14.50;14.80;0.00;0.00;0.00;0.00;0.00;0.00;4.93;12.10;73.59;7.52;0.00;0.00;2000.00;38.39;
2019/09/16;03:01:00;11.40;14.40;14.70;0.00;0.00;0.00;0.00;0.00;0.00;2.60;11.99;74.03;7.51;0.00;0.00;2000.00;38.39;
2019/09/16;03:06:00;11.30;14.40;14.80;0.00;0.00;0.00;0.00;2.57;250.01;3.82;11.93;74.58;7.55;0.00;0.00;2000.00;38.39;
2019/09/16;03:11:00;11.20;14.40;14.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.92;75.01;7.63;0.00;0.00;2000.00;38.39;
2019/09/16;03:16:00;11.20;14.40;14.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.88;75.30;7.64;0.00;0.00;2000.00;38.39;
2019/09/16;03:21:00;11.20;14.40;14.70;0.00;0.00;0.00;0.00;2.66;302.38;4.62;11.86;75.65;7.70;0.00;0.00;2000.00;38.39;
2019/09/16;03:26:00;11.20;14.40;14.70;0.00;0.00;0.00;0.00;3.09;249.69;3.61;11.80;75.90;7.69;0.00;0.00;2000.00;38.39;
2019/09/16;03:31:00;11.20;14.40;14.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.76;76.24;7.71;0.00;0.00;2000.00;38.39;
2019/09/16;03:36:00;11.20;14.40;14.70;0.00;0.00;0.00;0.00;3.07;246.66;3.96;11.80;76.58;7.81;0.00;0.00;2000.00;38.39;
2019/09/16;03:41:00;11.20;14.40;14.70;0.00;0.00;0.00;0.00;0.00;0.00;3.96;11.76;76.76;7.81;0.00;0.00;2000.00;38.39;
2019/09/16;03:46:00;11.10;14.40;14.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.70;77.03;7.80;0.00;0.00;2000.00;38.39;
2019/09/16;03:51:00;11.00;14.40;14.70;0.00;0.00;0.00;0.00;2.64;226.61;3.95;11.64;77.31;7.80;0.00;0.00;2000.00;38.39;
2019/09/16;03:56:00;11.00;14.30;14.60;0.00;0.00;0.00;0.00;1.28;256.43;1.77;11.61;77.63;7.84;0.00;0.00;2000.00;38.39;
2019/09/16;04:01:00;11.00;14.40;14.70;0.00;0.00;0.00;0.00;0.97;238.29;4.54;11.57;78.02;7.86;0.00;0.00;2000.00;38.39;
2019/09/16;04:06:00;10.90;14.30;14.60;0.00;0.00;0.00;0.00;0.70;204.66;5.93;11.58;78.42;7.95;0.00;0.00;2000.00;38.39;
2019/09/16;04:11:00;10.80;14.30;14.60;0.00;0.00;0.00;0.00;0.00;0.00;2.71;11.50;78.43;7.87;0.00;0.00;2000.00;38.39;
2019/09/16;04:16:00;10.80;14.30;14.60;0.00;0.00;0.00;0.00;0.00;0.00;3.30;11.47;78.83;7.92;0.00;0.00;2000.00;38.39;
2019/09/16;04:21:00;10.70;14.30;14.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.40;79.11;7.91;0.00;0.00;2000.00;38.39;
2019/09/16;04:26:00;10.70;14.30;14.60;0.00;0.00;0.00;0.00;1.58;242.16;4.60;11.42;79.38;7.98;0.00;0.00;2000.00;38.39;
2019/09/16;04:31:00;10.60;14.30;14.60;0.00;0.00;0.00;0.00;1.97;252.09;2.84;11.37;79.71;7.98;0.00;0.00;2000.00;38.39;
2019/09/16;04:36:00;10.70;14.30;14.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.35;79.96;8.02;0.00;0.00;2000.00;38.39;
2019/09/16;04:41:00;10.70;14.30;14.60;0.00;0.00;0.00;0.00;3.01;264.64;5.03;11.35;80.32;8.08;0.00;0.00;2000.00;38.39;
2019/09/16;04:46:00;10.70;14.20;14.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.36;80.50;8.13;0.00;0.00;2000.00;38.39;
2019/09/16;04:51:00;10.60;14.20;14.60;0.00;0.00;0.00;0.00;0.00;0.00;5.38;11.39;80.81;8.21;0.00;0.00;2000.00;38.39;
2019/09/16;04:56:00;10.50;14.20;14.50;0.00;0.00;0.00;0.00;4.05;282.86;4.41;11.39;80.98;8.24;0.00;0.00;2000.00;38.39;
2019/09/16;05:01:00;10.50;14.20;14.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.32;81.12;8.20;0.00;0.00;2000.00;38.39;
2019/09/16;05:06:00;10.40;14.20;14.50;0.00;0.00;0.00;0.00;0.00;0.00;3.10;11.26;81.35;8.18;0.00;0.00;2000.00;38.39;
2019/09/16;05:11:00;10.40;14.20;14.50;0.00;0.00;0.00;0.00;2.03;251.42;4.38;11.30;81.66;8.28;0.00;0.00;2000.00;38.39;
2019/09/16;05:16:00;10.40;14.10;14.50;0.00;0.00;0.00;0.00;3.05;237.19;5.90;11.30;81.73;8.29;0.00;0.00;2000.00;38.39;
2019/09/16;05:21:00;10.30;14.10;14.50;0.00;0.00;0.00;0.00;3.23;197.94;4.67;11.27;81.96;8.30;0.00;0.00;2000.00;38.39;
2019/09/16;05:26:00;10.30;14.10;14.40;0.00;0.00;0.00;0.00;3.30;236.28;6.57;11.32;82.10;8.37;0.00;0.00;2000.00;38.39;
2019/09/16;05:31:00;10.30;14.10;14.50;0.00;0.00;0.00;0.00;0.00;0.00;3.43;11.18;82.27;8.27;0.00;0.00;2000.00;38.39;
2019/09/16;05:36:00;10.30;14.10;14.40;0.00;0.00;0.00;0.00;2.55;250.61;3.85;11.16;82.41;8.27;0.00;0.00;2000.00;38.39;
2019/09/16;05:41:00;10.30;14.10;14.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.07;82.66;8.23;0.00;0.00;2000.00;38.39;
2019/09/16;05:46:00;10.30;14.10;14.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.08;82.84;8.27;0.00;0.00;2000.00;38.39;
2019/09/16;05:51:00;10.20;14.10;14.40;0.00;0.00;0.00;0.00;3.52;250.49;3.57;11.10;82.99;8.31;0.00;0.00;2000.00;38.39;
2019/09/16;05:56:00;10.20;14.00;14.40;0.00;0.00;0.00;0.00;0.00;0.00;3.93;11.05;83.24;8.32;0.00;0.00;2000.00;38.39;
2019/09/16;06:01:00;10.20;14.00;14.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.02;83.43;8.31;0.00;0.00;2000.00;38.39;
2019/09/16;06:06:00;10.20;14.00;14.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.97;83.67;8.31;0.00;0.00;2000.00;38.39;
2019/09/16;06:11:00;10.10;14.00;14.30;0.00;0.00;0.00;0.00;2.90;246.88;5.51;10.96;83.96;8.35;0.00;0.00;2000.00;38.39;
2019/09/16;06:16:00;10.20;14.00;14.30;0.00;0.00;0.00;0.00;0.00;0.00;3.90;10.97;84.15;8.40;0.00;0.00;2000.00;38.39;
2019/09/16;06:21:00;10.10;14.00;14.30;0.00;0.00;0.00;0.00;2.38;259.70;5.18;11.03;84.34;8.48;0.00;0.00;2000.00;38.39;
2019/09/16;06:26:00;10.00;13.90;14.30;0.00;0.00;0.00;0.00;3.45;241.77;5.91;11.06;84.56;8.56;0.00;0.00;2000.00;38.39;
2019/09/16;06:31:00;10.10;13.90;14.30;0.00;0.00;0.00;0.00;4.88;266.05;4.88;11.05;84.64;8.56;0.00;0.00;2000.00;38.39;
2019/09/16;06:36:00;10.20;14.00;14.30;0.00;0.00;0.00;0.00;3.61;266.82;6.25;11.07;84.80;8.60;0.00;0.00;2000.00;38.39;
2019/09/16;06:41:00;10.30;13.90;14.30;0.00;0.00;0.00;0.00;0.00;0.00;4.77;11.09;84.92;8.65;0.00;0.00;2000.00;38.39;
2019/09/16;06:46:00;10.30;13.90;14.20;0.00;0.00;0.00;0.00;0.00;0.00;4.38;11.05;85.00;8.62;0.00;0.00;2000.00;38.39;
2019/09/16;06:51:00;10.30;13.90;14.20;0.00;0.00;0.00;0.00;1.12;212.64;3.72;11.09;85.16;8.69;0.00;0.00;2000.00;38.39;
2019/09/16;06:56:00;10.30;13.90;14.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.09;85.25;8.71;0.00;0.00;2000.00;38.39;
2019/09/16;07:01:00;10.30;13.80;14.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.01;85.22;8.62;0.00;0.00;2000.00;38.39;
2019/09/16;07:06:00;10.30;13.90;14.20;0.00;0.00;0.00;0.00;2.64;245.87;5.43;11.03;85.53;8.70;0.00;0.00;2000.00;38.39;
2019/09/16;07:11:00;10.30;13.80;14.20;0.00;0.00;0.00;0.00;3.60;260.15;6.61;11.06;85.66;8.75;0.00;0.00;2000.00;38.39;
2019/09/16;07:16:00;10.30;13.80;14.20;0.00;0.00;0.00;0.00;3.89;264.75;5.66;11.12;85.80;8.83;0.00;0.00;2000.00;38.39;
2019/09/16;07:21:00;10.50;13.80;14.20;0.00;0.00;0.00;0.00;3.33;234.29;5.41;11.25;85.78;8.95;0.00;0.00;2000.00;38.39;
2019/09/16;07:26:00;10.60;13.80;14.10;0.00;0.00;0.00;0.00;3.05;225.84;6.05;11.28;85.94;9.01;0.00;0.00;2000.00;38.39;
2019/09/16;07:31:00;10.70;13.80;14.10;0.00;0.00;0.00;0.00;2.53;288.62;5.38;11.34;85.89;9.06;0.00;0.00;2000.00;38.39;
2019/09/16;07:36:00;10.90;13.80;14.10;0.00;0.00;0.00;0.00;3.18;239.07;4.68;11.36;85.85;9.08;0.00;0.00;2000.00;38.39;
2019/09/16;07:41:00;11.10;13.80;14.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.45;85.96;9.18;0.00;0.00;2000.00;38.39;
2019/09/16;07:46:00;11.20;13.70;14.10;0.00;0.00;0.00;0.00;6.91;256.06;6.91;11.55;85.83;9.26;0.00;0.00;2000.00;38.39;
2019/09/16;07:51:00;11.50;13.70;14.10;0.00;0.00;0.00;0.00;2.28;234.78;5.83;11.69;85.82;9.39;0.00;0.00;2000.00;38.39;
2019/09/16;07:56:00;11.80;13.70;14.10;0.00;0.00;0.00;0.00;0.00;0.00;0.56;11.77;85.76;9.46;0.00;0.00;2000.00;38.39;
2019/09/16;08:01:00;12.00;13.70;14.00;0.00;0.00;0.00;0.00;0.00;0.00;3.92;11.80;85.42;9.43;0.00;0.00;2000.00;38.39;
2019/09/16;08:06:00;12.20;13.70;14.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.83;85.33;9.44;0.00;0.00;2000.00;38.39;
2019/09/16;08:11:00;12.30;13.70;14.00;0.00;0.00;0.00;0.00;1.10;246.31;3.36;11.96;85.33;9.57;0.00;0.00;2000.00;38.39;
2019/09/16;08:16:00;12.40;13.70;14.00;0.00;0.00;0.00;0.00;4.43;221.75;6.74;11.97;85.25;9.57;0.00;0.00;2000.00;38.39;
2019/09/16;08:21:00;12.60;13.70;14.00;0.00;0.00;0.00;0.00;2.92;253.91;5.19;12.07;85.01;9.62;0.00;0.00;2000.00;38.39;
2019/09/16;08:26:00;12.70;13.70;14.00;0.00;0.00;0.00;0.00;0.00;0.00;0.97;12.08;84.69;9.58;0.00;0.00;2000.00;38.39;
2019/09/16;08:31:00;13.00;13.70;14.00;0.00;0.00;0.00;0.00;0.00;0.00;3.53;12.16;84.77;9.67;0.00;0.00;2000.00;38.39;
2019/09/16;08:36:00;13.20;13.70;14.00;0.00;0.00;0.00;0.00;0.00;0.00;5.85;12.23;84.42;9.68;0.00;0.00;2000.00;38.39;
2019/09/16;08:41:00;13.30;13.70;14.00;0.00;0.00;0.00;0.00;4.32;282.32;4.76;12.31;84.15;9.71;0.00;0.00;2000.00;38.39;
2019/09/16;08:46:00;13.40;13.70;14.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.29;84.04;9.67;0.00;0.00;2000.00;38.39;
2019/09/16;08:51:00;13.60;13.70;14.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.36;83.82;9.70;0.00;0.00;2000.00;38.39;
2019/09/16;08:56:00;13.70;13.70;14.00;0.00;0.00;0.00;0.00;0.00;0.00;4.19;12.40;83.62;9.71;0.00;0.00;2000.00;38.39;
2019/09/16;09:01:00;13.80;13.70;14.00;0.00;0.00;0.00;0.00;3.01;255.42;4.50;12.48;83.41;9.74;0.00;0.00;2000.00;38.39;
2019/09/16;09:06:00;14.10;13.70;14.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.62;83.28;9.86;0.00;0.00;2000.00;38.39;
2019/09/16;09:11:00;14.20;13.70;14.00;0.00;0.00;0.00;0.00;0.00;0.00;4.87;12.67;83.01;9.86;0.00;0.00;2000.00;38.39;
2019/09/16;09:16:00;14.40;13.70;14.00;0.00;0.00;0.00;0.00;4.67;300.92;7.17;12.82;82.63;9.94;0.00;0.00;2000.00;38.39;
2019/09/16;09:21:00;14.70;13.70;14.00;0.00;0.00;0.00;0.00;5.01;206.62;7.21;12.94;82.47;10.02;0.00;0.00;2000.00;38.39;
2019/09/16;09:26:00;14.80;13.70;14.00;0.00;0.00;0.00;0.00;3.70;209.51;5.80;13.01;81.99;10.00;0.00;0.00;2000.00;38.39;
2019/09/16;09:31:00;15.00;13.80;14.00;0.00;0.00;0.00;0.00;1.60;241.22;5.12;13.14;81.64;10.07;0.00;0.00;2000.00;38.39;
2019/09/16;09:36:00;15.30;13.70;14.00;0.00;0.00;0.00;0.00;5.06;265.58;7.74;13.26;81.07;10.08;0.00;0.00;2000.00;38.39;
2019/09/16;09:41:00;15.40;13.80;14.10;0.00;0.00;0.00;0.00;0.00;0.00;4.88;13.31;80.82;10.08;0.00;0.00;2000.00;38.39;
2019/09/16;09:46:00;15.40;13.80;14.00;0.00;0.00;0.00;0.00;3.87;285.36;5.72;13.34;80.25;10.01;0.00;0.00;2000.00;38.39;
2019/09/16;09:51:00;15.60;13.80;14.10;0.00;0.00;0.00;0.00;3.39;213.53;6.01;13.42;79.84;10.00;0.00;0.00;2000.00;38.39;
2019/09/16;09:56:00;15.60;13.80;14.10;0.00;0.00;0.00;0.00;3.42;271.33;4.40;13.42;79.64;9.97;0.00;0.00;2000.00;38.39;
2019/09/16;10:01:00;15.60;13.80;14.10;0.00;0.00;0.00;0.00;5.28;280.38;5.28;13.55;79.24;10.02;0.00;0.00;2000.00;38.39;
2019/09/16;10:06:00;15.50;13.80;14.10;0.00;0.00;0.00;0.00;4.43;220.95;5.63;13.63;78.68;9.99;0.00;0.00;2000.00;38.39;
2019/09/16;10:11:00;15.70;13.90;14.10;0.00;0.00;0.00;0.00;0.00;0.00;0.88;13.77;78.03;10.01;0.00;0.00;2000.00;38.39;
2019/09/16;10:16:00;15.90;13.90;14.10;0.00;0.00;0.00;0.00;4.04;271.57;6.42;13.84;77.27;9.93;0.00;0.00;2000.00;38.39;
2019/09/16;10:21:00;15.90;13.90;14.10;0.00;0.00;0.00;0.00;5.07;315.59;5.93;13.97;76.51;9.90;0.00;0.00;2000.00;38.39;
2019/09/16;10:26:00;16.30;13.90;14.20;0.00;0.00;0.00;0.00;6.27;278.02;7.03;14.05;75.67;9.81;0.00;0.00;2000.00;38.39;
2019/09/16;10:31:00;16.60;14.00;14.20;0.00;0.00;0.00;0.00;8.05;278.82;8.05;14.21;74.75;9.79;0.00;0.00;2000.00;38.39;
2019/09/16;10:36:00;16.60;14.00;14.20;0.00;0.00;0.00;0.00;6.76;298.11;10.01;14.21;73.96;9.63;0.00;0.00;2000.00;38.39;
2019/09/16;10:41:00;16.60;14.00;14.20;0.00;0.00;0.00;0.00;9.03;260.35;9.26;14.24;73.22;9.51;0.00;0.00;2000.00;38.39;
2019/09/16;10:46:00;16.60;14.00;14.20;0.00;0.00;0.00;0.00;4.26;265.11;7.90;14.29;72.73;9.46;0.00;0.00;2000.00;38.39;
2019/09/16;10:51:00;16.80;14.00;14.30;0.00;0.00;0.00;0.00;5.62;251.51;8.43;14.35;72.09;9.39;0.00;0.00;2000.00;38.39;
2019/09/16;10:56:00;17.20;14.10;14.30;0.00;0.00;0.00;0.00;0.00;0.00;6.04;14.51;71.54;9.42;0.00;0.00;2000.00;38.39;
2019/09/16;11:01:00;17.30;14.10;14.30;0.00;0.00;0.00;0.00;7.77;279.55;10.91;14.54;71.17;9.37;0.00;0.00;2000.00;38.39;
2019/09/16;11:06:00;17.60;14.10;14.30;0.00;0.00;0.00;0.00;4.29;258.64;8.41;14.66;70.43;9.34;0.00;0.00;2000.00;38.39;
2019/09/16;11:11:00;18.00;14.10;14.30;0.00;0.00;0.00;0.00;6.12;283.27;9.89;14.78;69.56;9.26;0.00;0.00;2000.00;38.39;
2019/09/16;11:16:00;17.90;14.20;14.40;0.00;0.00;0.00;0.00;9.65;315.66;9.75;14.73;69.03;9.11;0.00;0.00;2000.00;38.39;
2019/09/16;11:21:00;17.80;14.20;14.40;0.00;0.00;0.00;0.00;10.66;312.82;10.66;14.71;68.54;8.98;0.00;0.00;2000.00;38.39;
2019/09/16;11:26:00;18.30;14.20;14.40;0.00;0.00;0.00;0.00;5.35;273.48;6.44;14.83;68.19;9.01;0.00;0.00;2000.00;38.39;
2019/09/16;11:31:00;18.30;14.30;14.40;0.00;0.00;0.00;0.00;5.13;242.14;5.48;14.85;67.86;8.96;0.00;0.00;2000.00;38.39;
2019/09/16;11:36:00;18.60;14.30;14.50;0.00;0.00;0.00;0.00;7.99;266.95;9.54;14.94;67.48;8.96;0.00;0.00;2000.00;38.39;
2019/09/16;11:41:00;18.90;14.40;14.50;0.00;0.00;0.00;0.00;4.89;257.91;6.25;15.08;66.94;8.98;0.00;0.00;2000.00;38.39;
2019/09/16;11:46:00;18.90;14.40;14.50;0.00;0.00;0.00;0.00;6.01;324.49;9.60;15.06;66.51;8.87;0.00;0.00;2000.00;38.39;
2019/09/16;11:51:00;18.80;14.40;14.60;0.00;0.00;0.00;0.00;5.45;304.56;11.56;14.95;65.93;8.63;0.00;0.00;2000.00;38.39;
2019/09/16;11:56:00;18.60;14.40;14.60;0.00;0.00;0.00;0.00;6.32;286.71;9.70;15.00;65.92;8.68;0.00;0.00;2000.00;38.39;
2019/09/16;12:01:00;18.60;14.50;14.60;0.00;0.00;0.00;0.00;8.90;303.40;8.90;14.98;65.99;8.68;0.00;0.00;2000.00;38.39;
2019/09/16;12:06:00;19.00;14.50;14.70;0.00;0.00;0.00;0.00;7.26;288.79;8.05;14.92;66.13;8.65;0.00;0.00;2000.00;38.39;
2019/09/16;12:11:00;19.40;14.60;14.70;0.00;0.00;0.00;0.00;0.00;0.00;7.17;15.04;66.01;8.74;0.00;0.00;2000.00;38.39;
2019/09/16;12:16:00;18.90;14.60;14.70;0.00;0.00;0.00;0.00;8.04;306.60;8.06;14.82;65.88;8.50;0.00;0.00;2000.00;38.39;
